
|N   |clock_time|AVERAGE_OB    |MAX_OB  |MIN_OB  |
|2056|0.070682  |1064763.800000|1085573 |1043480 |
|2058|0.066488  |1056310.100000|1072525 |1035811 |
|2060|0.054425  |1062318.600000|1086621 |1045422 |
|2062|0.055574  |1062753.500000|1087231 |1029573 |
|2064|0.053545  |1061082.600000|1092346 |1029864 |
|2066|0.054337  |1072161.200000|1104522 |1054878 |
|2068|0.054461  |1066902.600000|1085485 |1039914 |
|2070|0.054127  |1064224.200000|1083911 |1034732 |
|2072|0.056496  |1079480.800000|1094523 |1049655 |
|2074|0.054763  |1073556.400000|1106631 |1050956 |
|2076|0.054813  |1079806.300000|1096859 |1055174 |
|2078|0.054419  |1079299.100000|1106334 |1057332 |
|2080|0.053591  |1078058.000000|1101959 |1045553 |
|2082|0.054953  |1082099.600000|1117595 |1055626 |
|2084|0.054349  |1084544.300000|1112900 |1048137 |
|2086|0.054467  |1080139.500000|1104773 |1054476 |
|2088|0.054490  |1093599.200000|1113344 |1060472 |
|2090|0.055966  |1096573.000000|1111855 |1084624 |
|2092|0.054785  |1095656.300000|1115952 |1072481 |
|2094|0.055936  |1098196.400000|1114437 |1078354 |
|2096|0.056370  |1101896.400000|1113187 |1091990 |
|2098|0.056007  |1112046.500000|1134553 |1059267 |
|2100|0.055442  |1103616.000000|1133454 |1078899 |
|2102|0.058698  |1111852.300000|1133734 |1076059 |
|2104|0.057303  |1107164.300000|1139622 |1072662 |
|2106|0.055941  |1107599.000000|1128508 |1081200 |
|2108|0.057595  |1112886.300000|1139957 |1090501 |
|2110|0.057733  |1109054.200000|1132009 |1066429 |
|2112|0.057998  |1118053.300000|1146940 |1086661 |
|2114|0.055957  |1114972.400000|1135864 |1088337 |
|2116|0.055112  |1116268.400000|1152327 |1082990 |
|2118|0.056897  |1130538.100000|1166679 |1099419 |
|2120|0.056226  |1123507.100000|1143444 |1112443 |
|2122|0.055784  |1132221.300000|1166944 |1118587 |
|2124|0.056687  |1126277.500000|1148580 |1105809 |
|2126|0.056435  |1137821.700000|1154678 |1118755 |
|2128|0.057518  |1139295.000000|1155357 |1118497 |
|2130|0.058760  |1137197.800000|1154960 |1109966 |
|2132|0.058624  |1143382.400000|1168901 |1117699 |
|2134|0.056958  |1137961.500000|1156833 |1127124 |
|2136|0.056983  |1147058.000000|1169645 |1105579 |
|2138|0.057170  |1149576.100000|1185038 |1119225 |
|2140|0.063932  |1152125.100000|1180659 |1123865 |
|2142|0.064327  |1145398.500000|1181103 |1113257 |
|2144|0.058745  |1153996.800000|1180567 |1134598 |
|2146|0.059462  |1155627.800000|1180218 |1140314 |
|2148|0.059072  |1154206.300000|1178532 |1116116 |
|2150|0.058127  |1158926.000000|1177203 |1139523 |
|2152|0.058963  |1164662.800000|1192996 |1140638 |
|2154|0.058357  |1166637.500000|1188780 |1140573 |
|2156|0.058227  |1160115.900000|1184999 |1138743 |
|2158|0.061461  |1166874.200000|1218270 |1141643 |
|2160|0.058304  |1164736.500000|1193676 |1125856 |
|2162|0.059333  |1170634.600000|1189412 |1144685 |
|2164|0.058387  |1174741.500000|1203613 |1158749 |
|2166|0.058960  |1181724.200000|1200200 |1156142 |
|2168|0.059887  |1176611.800000|1198285 |1151923 |
|2170|0.059662  |1184288.500000|1194127 |1163441 |
|2172|0.059155  |1175673.700000|1206726 |1154984 |
|2174|0.058869  |1183958.700000|1222737 |1162916 |
|2176|0.059696  |1195875.600000|1237289 |1164128 |
|2178|0.059392  |1184974.100000|1214792 |1155472 |
|2180|0.059896  |1196485.300000|1222273 |1167467 |
|2182|0.060001  |1189882.300000|1212647 |1155560 |
|2184|0.060181  |1191557.500000|1209424 |1169092 |
|2186|0.062103  |1189731.100000|1221391 |1165512 |
|2188|0.059815  |1194748.400000|1224885 |1180702 |
|2190|0.060992  |1197071.900000|1214232 |1179718 |
|2192|0.060186  |1191785.800000|1220071 |1157100 |
|2194|0.061982  |1204296.900000|1225540 |1174069 |
|2196|0.059900  |1199376.300000|1225500 |1175880 |
|2198|0.061634  |1209516.100000|1249392 |1185037 |
|2200|0.059681  |1211091.500000|1235176 |1199350 |
|2202|0.061868  |1223002.600000|1240706 |1186414 |
|2204|0.060889  |1218471.700000|1258538 |1180351 |
|2206|0.062425  |1214581.800000|1245475 |1198406 |
|2208|0.061337  |1218409.300000|1241324 |1179738 |
|2210|0.061325  |1218913.700000|1247478 |1200461 |
|2212|0.061975  |1223382.800000|1238077 |1209527 |
|2214|0.061156  |1217993.000000|1247361 |1172480 |
|2216|0.061335  |1227110.100000|1258811 |1198241 |
|2218|0.062734  |1237721.600000|1261518 |1211809 |
|2220|0.062844  |1240805.700000|1268909 |1211545 |
|2222|0.066536  |1237108.400000|1267470 |1212689 |
|2224|0.068497  |1234642.100000|1281960 |1206936 |
|2226|0.064526  |1250018.000000|1272231 |1235668 |
|2228|0.065478  |1245059.500000|1274897 |1215203 |
|2230|0.064595  |1245993.500000|1276985 |1222368 |
|2232|0.064229  |1248291.400000|1265083 |1225192 |
|2234|0.065118  |1246657.600000|1290192 |1219967 |
|2236|0.063367  |1254469.200000|1288373 |1230716 |
|2238|0.062598  |1250528.800000|1283492 |1222183 |
|2240|0.062457  |1257240.900000|1286867 |1239924 |
|2242|0.062653  |1265072.700000|1295280 |1232116 |
|2244|0.061977  |1249253.000000|1267166 |1235548 |
|2246|0.063071  |1264050.600000|1290352 |1234155 |
|2248|0.062959  |1265662.600000|1310118 |1243604 |
|2250|0.063484  |1270407.200000|1293992 |1238783 |
|2252|0.063148  |1269029.700000|1287449 |1241145 |
|2254|0.063598  |1264796.400000|1292764 |1241098 |
|2256|0.063350  |1269189.300000|1299065 |1243820 |
|2258|0.063226  |1279081.100000|1301938 |1257043 |
|2260|0.063631  |1265658.500000|1323484 |1215588 |
|2262|0.063670  |1279146.500000|1305260 |1259584 |
|2264|0.064056  |1278732.200000|1302662 |1246295 |
|2266|0.067975  |1285505.500000|1321126 |1263174 |
|2268|0.064420  |1286851.300000|1311029 |1267134 |
|2270|0.064208  |1292640.900000|1328772 |1242873 |
|2272|0.065543  |1301649.800000|1321135 |1279471 |
|2274|0.065581  |1297859.300000|1327666 |1267449 |
|2276|0.064682  |1289328.100000|1326170 |1253200 |
|2278|0.065667  |1308568.100000|1344295 |1279970 |
|2280|0.066711  |1300759.900000|1326985 |1269763 |
|2282|0.065134  |1307112.200000|1323484 |1265841 |
|2284|0.064526  |1294198.800000|1330342 |1272942 |
|2286|0.065303  |1310102.200000|1338901 |1281554 |
|2288|0.068439  |1310614.200000|1321024 |1288671 |
|2290|0.066150  |1314472.000000|1349187 |1290720 |
|2292|0.065466  |1316489.800000|1355191 |1295774 |
|2294|0.065779  |1315293.600000|1331333 |1290759 |
|2296|0.065499  |1313372.900000|1346211 |1296928 |
|2298|0.071286  |1323022.100000|1342598 |1285694 |
|2300|0.074307  |1330910.300000|1363090 |1297950 |
|2302|0.065644  |1326906.900000|1361094 |1295442 |
|2304|0.066144  |1331494.200000|1347580 |1317878 |
|2306|0.067395  |1337023.100000|1353071 |1320519 |
|2308|0.066447  |1325107.500000|1368601 |1280243 |
|2310|0.066773  |1332975.000000|1362090 |1301701 |
|2312|0.067223  |1337684.300000|1355723 |1314133 |
|2314|0.066294  |1344319.100000|1392675 |1313081 |
|2316|0.066582  |1339398.100000|1368774 |1306751 |
|2318|0.067082  |1337401.300000|1353933 |1301783 |
|2320|0.066662  |1345251.900000|1391029 |1313381 |
|2322|0.066849  |1347361.900000|1392372 |1321992 |
|2324|0.067126  |1343716.500000|1362365 |1332824 |
|2326|0.067880  |1355143.000000|1378711 |1339819 |
|2328|0.066511  |1353244.500000|1387111 |1338895 |
|2330|0.067567  |1366349.300000|1394989 |1345029 |
|2332|0.067873  |1359542.500000|1386179 |1321375 |
|2334|0.067275  |1354888.900000|1379789 |1317437 |
|2336|0.067205  |1356703.200000|1380380 |1334731 |
|2338|0.068619  |1368433.300000|1382889 |1331487 |
|2340|0.071590  |1362272.100000|1392599 |1328326 |
|2342|0.069867  |1372804.600000|1406252 |1343211 |
|2344|0.068881  |1370991.600000|1405721 |1338778 |
|2346|0.068262  |1376888.200000|1396776 |1355571 |
|2348|0.067901  |1377418.600000|1398077 |1350440 |
|2350|0.068688  |1380075.900000|1403509 |1347816 |
|2352|0.068558  |1391758.500000|1412051 |1370546 |
|2354|0.068117  |1376893.100000|1405909 |1327813 |
|2356|0.070038  |1405559.000000|1440826 |1378091 |
|2358|0.070558  |1387932.300000|1422684 |1339559 |
|2360|0.072800  |1396877.300000|1430866 |1373346 |
|2362|0.069640  |1389990.900000|1410535 |1367340 |
|2364|0.069570  |1406626.800000|1425487 |1382255 |
|2366|0.069739  |1406618.900000|1465924 |1371741 |
|2368|0.069571  |1404298.500000|1430336 |1353351 |
|2370|0.075247  |1406835.400000|1440070 |1387047 |
|2372|0.071380  |1410532.500000|1442516 |1370500 |
|2374|0.075565  |1416694.100000|1442556 |1386271 |
|2376|0.070712  |1415927.900000|1457309 |1367324 |
|2378|0.070417  |1417138.200000|1447063 |1389709 |
|2380|0.070174  |1417207.600000|1430279 |1398996 |
|2382|0.070144  |1423489.400000|1447422 |1386402 |
|2384|0.070804  |1430375.500000|1460238 |1391337 |
|2386|0.071302  |1428006.400000|1463387 |1406901 |
|2388|0.071247  |1427494.700000|1462597 |1403162 |
|2390|0.077907  |1438947.800000|1459610 |1406419 |
|2392|0.073159  |1434972.000000|1465687 |1402509 |
|2394|0.074541  |1431771.600000|1473988 |1386557 |
|2396|0.076272  |1441740.600000|1478974 |1414185 |
|2398|0.076480  |1438741.100000|1454025 |1405076 |
|2400|0.076971  |1445176.000000|1477178 |1409900 |
|2402|0.079124  |1446348.400000|1467411 |1430116 |
|2404|0.073602  |1445832.700000|1478342 |1422184 |
|2406|0.073075  |1452333.000000|1479149 |1433782 |
|2408|0.077380  |1455476.300000|1466931 |1441378 |
|2410|0.075246  |1455385.400000|1482521 |1422770 |
|2412|0.075490  |1451996.300000|1480718 |1420972 |
|2414|0.077824  |1455262.900000|1487658 |1426878 |
|2416|0.074014  |1463445.500000|1484137 |1411587 |
|2418|0.073198  |1466860.600000|1490696 |1450655 |
|2420|0.074625  |1466834.400000|1491842 |1441971 |
|2422|0.075831  |1466042.900000|1491400 |1449856 |
|2424|0.077190  |1475370.800000|1521610 |1454855 |
|2426|0.075405  |1466239.200000|1490786 |1427742 |
|2428|0.074826  |1481287.800000|1503628 |1441262 |
|2430|0.073643  |1482071.100000|1504567 |1460486 |
|2432|0.073676  |1478428.600000|1506114 |1451914 |
|2434|0.073860  |1481860.100000|1502121 |1448523 |
|2436|0.073808  |1487923.100000|1531863 |1457630 |
|2438|0.081467  |1495420.700000|1532963 |1444943 |
|2440|0.079088  |1496774.100000|1519238 |1471886 |
|2442|0.074295  |1494764.900000|1519688 |1470187 |
|2444|0.076154  |1502283.500000|1545209 |1478391 |
|2446|0.076411  |1494844.200000|1513335 |1475737 |
|2448|0.074698  |1498099.100000|1518755 |1460612 |
|2450|0.076702  |1502819.500000|1523127 |1486189 |
|2452|0.074081  |1505892.500000|1524336 |1488986 |
|2454|0.075177  |1511619.900000|1538671 |1475696 |
|2456|0.074248  |1504862.200000|1539015 |1484437 |
|2458|0.074080  |1515614.200000|1559395 |1451700 |
|2460|0.076186  |1512975.200000|1538644 |1482757 |
|2462|0.075666  |1521582.900000|1546154 |1503727 |
|2464|0.075368  |1516011.900000|1544944 |1481297 |
|2466|0.075595  |1529132.500000|1589081 |1490221 |
|2468|0.077133  |1528577.200000|1545778 |1505378 |
|2470|0.075878  |1524322.100000|1564291 |1476549 |
|2472|0.076812  |1524266.400000|1565233 |1500244 |
|2474|0.079493  |1535633.900000|1569454 |1513931 |
|2476|0.078742  |1531416.200000|1560032 |1511599 |
|2478|0.077402  |1546293.000000|1586090 |1515024 |
|2480|0.078632  |1545276.600000|1565399 |1511718 |
|2482|0.077763  |1541552.000000|1570595 |1501561 |
|2484|0.079134  |1546183.600000|1585650 |1516493 |
|2486|0.077009  |1551352.700000|1592950 |1513354 |
|2488|0.077371  |1545873.600000|1582896 |1523020 |
|2490|0.078893  |1556414.400000|1591564 |1515307 |
|2492|0.078905  |1564810.000000|1604589 |1529382 |
|2494|0.077777  |1556073.500000|1587102 |1530140 |
|2496|0.078089  |1558003.400000|1587184 |1541150 |
|2498|0.077077  |1570958.000000|1596196 |1528051 |
|2500|0.077207  |1556036.200000|1588265 |1531571 |
¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
